id,family,date,sales,Trained,store_nbr,onpromotion
8173,BREAD/BAKERY,6/30/15,392.412,1,1,64
8174,EGGS,6/30/15,158,1,1,25
8175,FROZEN FOODS,6/30/15,130.86,1,1,22
8176,GROCERY I,6/30/15,2409,1,1,539
8177,GROCERY II,6/30/15,18,1,1,4
8178,MEATS,6/30/15,501.623,1,1,42
8179,POULTRY,6/30/15,325.415,1,1,30
8180,PRODUCE,6/30/15,2150.159,1,1,177
8181,SEAFOOD,6/30/15,22.9,1,1,6
8182,BREAD/BAKERY,7/1/15,428.945,1,1,71
8183,EGGS,7/1/15,186,1,1,26
8184,FROZEN FOODS,7/1/15,158,1,1,24
8185,GROCERY I,7/1/15,2822,1,1,571
8186,GROCERY II,7/1/15,32,1,1,6
8187,MEATS,7/1/15,286.134,1,1,43
8188,POULTRY,7/1/15,425.187,1,1,32
8189,PRODUCE,7/1/15,4162.825,1,1,192
8190,SEAFOOD,7/1/15,24.996,1,1,5
8191,BREAD/BAKERY,7/2/15,352.756,1,1,62
8192,EGGS,7/2/15,134,1,1,24
8193,FROZEN FOODS,7/2/15,160.671,1,1,23
8194,GROCERY I,7/2/15,2582,1,1,571
8195,GROCERY II,7/2/15,27,1,1,5
8196,MEATS,7/2/15,355.358,1,1,40
8197,POULTRY,7/2/15,292.384,1,1,31
8198,PRODUCE,7/2/15,2346.046,1,1,183
8199,SEAFOOD,7/2/15,22.363,1,1,6
8200,BREAD/BAKERY,7/3/15,549.379,1,1,72
8201,EGGS,7/3/15,206,1,1,28
8202,FROZEN FOODS,7/3/15,197,1,1,24
8203,GROCERY I,7/3/15,3016,1,1,596
8204,GROCERY II,7/3/15,37,1,1,6
8205,MEATS,7/3/15,729.145,1,1,47
8206,POULTRY,7/3/15,534.447,1,1,31
8207,PRODUCE,7/3/15,3200.218,1,1,189
8208,SEAFOOD,7/3/15,64.8,1,1,6
8209,BREAD/BAKERY,7/4/15,378.879,1,1,60
8210,EGGS,7/4/15,185,1,1,25
8211,FROZEN FOODS,7/4/15,169,1,1,25
8212,GROCERY I,7/4/15,2365,1,1,554
8213,GROCERY II,7/4/15,37,1,1,5
8214,MEATS,7/4/15,257.9,1,1,40
8215,POULTRY,7/4/15,325.102,1,1,27
8216,PRODUCE,7/4/15,2432.254,1,1,183
8217,SEAFOOD,7/4/15,26.25,1,1,6
8218,BREAD/BAKERY,7/5/15,128.26,1,1,43
8219,EGGS,7/5/15,51,1,1,23
8220,FROZEN FOODS,7/5/15,42,1,1,20
8221,GROCERY I,7/5/15,851,1,1,358
8222,GROCERY II,7/5/15,3,1,1,2
8223,MEATS,7/5/15,91.014,1,1,28
8224,POULTRY,7/5/15,115.892,1,1,26
8225,PRODUCE,7/5/15,833.435,1,1,155
8226,SEAFOOD,7/5/15,11.456,1,1,5
8227,BREAD/BAKERY,7/6/15,283.976,1,1,53
8228,EGGS,7/6/15,97,1,1,25
8229,FROZEN FOODS,7/6/15,72,1,1,22
8230,GROCERY I,7/6/15,1607,1,1,473
8231,GROCERY II,7/6/15,14,1,1,5
8232,MEATS,7/6/15,271.938,1,1,40
8233,POULTRY,7/6/15,239.007,1,1,29
8234,PRODUCE,7/6/15,1832.4141,1,1,181
8235,SEAFOOD,7/6/15,15.365,1,1,3
8236,BREAD/BAKERY,7/7/15,0,1,1,0
8237,EGGS,7/7/15,0,1,1,0
8238,FROZEN FOODS,7/7/15,0,1,1,0
8239,GROCERY I,7/7/15,0,1,1,0
8240,GROCERY II,7/7/15,0,1,1,0
8241,MEATS,7/7/15,0,1,1,0
8242,POULTRY,7/7/15,0,1,1,0
8243,PRODUCE,7/7/15,0,1,1,0
8244,SEAFOOD,7/7/15,0,1,1,0
8245,BREAD/BAKERY,7/8/15,497.099,1,1,69
8246,EGGS,7/8/15,219,1,1,27
8247,FROZEN FOODS,7/8/15,128,1,1,24
8248,GROCERY I,7/8/15,2918,1,1,595
8249,GROCERY II,7/8/15,23,1,1,6
8250,MEATS,7/8/15,383.86398,1,1,46
8251,POULTRY,7/8/15,377.26102,1,1,29
8252,PRODUCE,7/8/15,3895.494,1,1,189
8253,SEAFOOD,7/8/15,33.931,1,1,6
8254,BREAD/BAKERY,7/9/15,473.165,1,1,73
8255,EGGS,7/9/15,161,1,1,28
8256,FROZEN FOODS,7/9/15,165.232,1,1,27
8257,GROCERY I,7/9/15,2600,1,1,567
8258,GROCERY II,7/9/15,25,1,1,6
8259,MEATS,7/9/15,389.768,1,1,44
8260,POULTRY,7/9/15,319.499,1,1,29
8261,PRODUCE,7/9/15,2901.425,1,1,182
8262,SEAFOOD,7/9/15,24.414,1,1,6
8263,BREAD/BAKERY,7/10/15,456.667,1,1,71
8264,EGGS,7/10/15,173,1,1,29
8265,FROZEN FOODS,7/10/15,155,1,1,23
8266,GROCERY I,7/10/15,2649,1,1,573
8267,GROCERY II,7/10/15,35,1,1,5
8268,MEATS,7/10/15,522.84,1,1,42
8269,POULTRY,7/10/15,464.725,1,1,31
8270,PRODUCE,7/10/15,2615.891,1,1,178
8271,SEAFOOD,7/10/15,49.647,1,1,7
8272,BREAD/BAKERY,7/11/15,429.61,1,1,68
8273,EGGS,7/11/15,148,1,1,26
8274,FROZEN FOODS,7/11/15,134.335,1,1,26
8275,GROCERY I,7/11/15,2400,1,1,560
8276,GROCERY II,7/11/15,25,1,1,5
8277,MEATS,7/11/15,261.524,1,1,41
8278,POULTRY,7/11/15,282.659,1,1,29
8279,PRODUCE,7/11/15,2433.473,1,1,189
8280,SEAFOOD,7/11/15,29.957,1,1,6
8281,BREAD/BAKERY,7/12/15,133.985,1,1,44
8282,EGGS,7/12/15,74,1,1,21
8283,FROZEN FOODS,7/12/15,34,1,1,15
8284,GROCERY I,7/12/15,915,1,1,361
8285,GROCERY II,7/12/15,1,1,1,1
8286,MEATS,7/12/15,81.813,1,1,27
8287,POULTRY,7/12/15,93.247,1,1,25
8288,PRODUCE,7/12/15,1085.132,1,1,157
8289,SEAFOOD,7/12/15,16.604,1,1,7
8290,BREAD/BAKERY,7/13/15,452.458,1,1,67
8291,EGGS,7/13/15,167,1,1,29
8292,FROZEN FOODS,7/13/15,116,1,1,25
8293,GROCERY I,7/13/15,2425,1,1,556
8294,GROCERY II,7/13/15,36,1,1,4
8295,MEATS,7/13/15,332.73502,1,1,44
8296,POULTRY,7/13/15,256.008,1,1,32
8297,PRODUCE,7/13/15,2497.096,1,1,183
8298,SEAFOOD,7/13/15,29.164,1,1,6
8299,BREAD/BAKERY,7/14/15,441.639,1,1,68
8300,EGGS,7/14/15,133,1,1,23
8301,FROZEN FOODS,7/14/15,106,1,1,21
8302,GROCERY I,7/14/15,2539,1,1,564
8303,GROCERY II,7/14/15,66,1,1,4
8304,MEATS,7/14/15,304.402,1,1,44
8305,POULTRY,7/14/15,388.339,1,1,34
8306,PRODUCE,7/14/15,2466.822,1,1,186
8307,SEAFOOD,7/14/15,30.138,1,1,5
8308,BREAD/BAKERY,7/15/15,494.526,1,1,72
8309,EGGS,7/15/15,181,1,1,29
8310,FROZEN FOODS,7/15/15,129.682,1,1,26
8311,GROCERY I,7/15/15,2796,1,1,567
8312,GROCERY II,7/15/15,21,1,1,6
8313,MEATS,7/15/15,350.512,1,1,47
8314,POULTRY,7/15/15,345.234,1,1,33
8315,PRODUCE,7/15/15,3987.314,1,1,190
8316,SEAFOOD,7/15/15,31.001,1,1,5
8317,BREAD/BAKERY,7/16/15,437.797,1,1,70
8318,EGGS,7/16/15,133,1,1,29
8319,FROZEN FOODS,7/16/15,99,1,1,25
8320,GROCERY I,7/16/15,2193,1,1,533
8321,GROCERY II,7/16/15,12,1,1,4
8322,MEATS,7/16/15,256.596,1,1,39
8323,POULTRY,7/16/15,348.47,1,1,32
8324,PRODUCE,7/16/15,2232.869,1,1,181
8325,SEAFOOD,7/16/15,25.636,1,1,6
8326,BREAD/BAKERY,7/17/15,470.13,1,1,69
8327,EGGS,7/17/15,179,1,1,28
8328,FROZEN FOODS,7/17/15,174.343,1,1,27
8329,GROCERY I,7/17/15,3100,1,1,582
8330,GROCERY II,7/17/15,21,1,1,4
8331,MEATS,7/17/15,820.133,1,1,46
8332,POULTRY,7/17/15,447.91202,1,1,32
8333,PRODUCE,7/17/15,2585.302,1,1,182
8334,SEAFOOD,7/17/15,48.937,1,1,5
8335,BREAD/BAKERY,7/18/15,410.577,1,1,69
8336,EGGS,7/18/15,162,1,1,26
8337,FROZEN FOODS,7/18/15,120,1,1,22
8338,GROCERY I,7/18/15,1883,1,1,534
8339,GROCERY II,7/18/15,20,1,1,4
8340,MEATS,7/18/15,205.179,1,1,36
8341,POULTRY,7/18/15,267.355,1,1,33
8342,PRODUCE,7/18/15,2045.48,1,1,179
8343,SEAFOOD,7/18/15,22.237,1,1,5
8344,BREAD/BAKERY,7/19/15,132.707,1,1,42
8345,EGGS,7/19/15,59,1,1,24
8346,FROZEN FOODS,7/19/15,44,1,1,20
8347,GROCERY I,7/19/15,869,1,1,355
8348,GROCERY II,7/19/15,9,1,1,3
8349,MEATS,7/19/15,108.076996,1,1,29
8350,POULTRY,7/19/15,126.448,1,1,25
8351,PRODUCE,7/19/15,982.893,1,1,162
8352,SEAFOOD,7/19/15,14.823,1,1,5
8353,BREAD/BAKERY,7/20/15,515.588,1,1,72
8354,EGGS,7/20/15,190,1,1,26
8355,FROZEN FOODS,7/20/15,95,1,1,24
8356,GROCERY I,7/20/15,2534,1,1,586
8357,GROCERY II,7/20/15,18,1,1,4
8358,MEATS,7/20/15,311.51,1,1,40
8359,POULTRY,7/20/15,371.50198,1,1,30
8360,PRODUCE,7/20/15,2779.992,1,1,182
8361,SEAFOOD,7/20/15,37.637,1,1,6
8362,BREAD/BAKERY,7/21/15,375.808,1,1,68
8363,EGGS,7/21/15,153,1,1,26
8364,FROZEN FOODS,7/21/15,132,1,1,20
8365,GROCERY I,7/21/15,2073,1,1,535
8366,GROCERY II,7/21/15,17,1,1,4
8367,MEATS,7/21/15,239.916,1,1,40
8368,POULTRY,7/21/15,265.47,1,1,31
8369,PRODUCE,7/21/15,2046.139,1,1,179
8370,SEAFOOD,7/21/15,17.531,1,1,5
8371,BREAD/BAKERY,7/22/15,456.315,1,1,68
8372,EGGS,7/22/15,150,1,1,28
8373,FROZEN FOODS,7/22/15,100,1,1,24
8374,GROCERY I,7/22/15,2370,1,1,575
8375,GROCERY II,7/22/15,45,1,1,6
8376,MEATS,7/22/15,347.177,1,1,38
8377,POULTRY,7/22/15,344.642,1,1,31
8378,PRODUCE,7/22/15,3919.308,1,1,190
8379,SEAFOOD,7/22/15,32.38,1,1,5
8380,BREAD/BAKERY,7/23/15,329.597,1,1,62
8381,EGGS,7/23/15,131,1,1,26
8382,FROZEN FOODS,7/23/15,102,1,1,23
8383,GROCERY I,7/23/15,2117,1,1,518
8384,GROCERY II,7/23/15,22,1,1,5
8385,MEATS,7/23/15,267.267,1,1,35
8386,POULTRY,7/23/15,229.23,1,1,31
8387,PRODUCE,7/23/15,2128.96,1,1,175
8388,SEAFOOD,7/23/15,22.121,1,1,5
8389,BREAD/BAKERY,7/24/15,435.293,1,1,63
8390,EGGS,7/24/15,157,1,1,28
8391,FROZEN FOODS,7/24/15,105,1,1,21
8392,GROCERY I,7/24/15,2316,1,1,556
8393,GROCERY II,7/24/15,19,1,1,4
8394,MEATS,7/24/15,672.955,1,1,46
8395,POULTRY,7/24/15,403.9,1,1,31
8396,PRODUCE,7/24/15,2445.401,1,1,188
8397,SEAFOOD,7/24/15,49.129,1,1,6
8398,BREAD/BAKERY,7/25/15,368.621,1,1,65
8399,EGGS,7/25/15,161,1,1,26
8400,FROZEN FOODS,7/25/15,125.885,1,1,22
8401,GROCERY I,7/25/15,2066,1,1,535
8402,GROCERY II,7/25/15,14,1,1,2
8403,MEATS,7/25/15,244.82,1,1,43
8404,POULTRY,7/25/15,283.245,1,1,27
8405,PRODUCE,7/25/15,2174.644,1,1,181
8406,SEAFOOD,7/25/15,22.811,1,1,5
8407,BREAD/BAKERY,7/26/15,145.449,1,1,46
8408,EGGS,7/26/15,84,1,1,22
8409,FROZEN FOODS,7/26/15,57,1,1,19
8410,GROCERY I,7/26/15,864,1,1,374
8411,GROCERY II,7/26/15,7,1,1,4
8412,MEATS,7/26/15,128.353,1,1,32
8413,POULTRY,7/26/15,154.98,1,1,26
8414,PRODUCE,7/26/15,1191.07,1,1,163
8415,SEAFOOD,7/26/15,10.908,1,1,3
8416,BREAD/BAKERY,7/27/15,500.8,1,1,69
8417,EGGS,7/27/15,174,1,1,29
8418,FROZEN FOODS,7/27/15,92,1,1,23
8419,GROCERY I,7/27/15,2387,1,1,554
8420,GROCERY II,7/27/15,19,1,1,5
8421,MEATS,7/27/15,271.29,1,1,36
8422,POULTRY,7/27/15,270.84702,1,1,31
8423,PRODUCE,7/27/15,2293.382,1,1,188
8424,SEAFOOD,7/27/15,22.183,1,1,5
8425,BREAD/BAKERY,7/28/15,493.293,1,1,73
8426,EGGS,7/28/15,161,1,1,28
8427,FROZEN FOODS,7/28/15,115,1,1,22
8428,GROCERY I,7/28/15,2280,1,1,542
8429,GROCERY II,7/28/15,30,1,1,3
8430,MEATS,7/28/15,297.94,1,1,38
8431,POULTRY,7/28/15,319.44,1,1,29
8432,PRODUCE,7/28/15,2250.351,1,1,180
8433,SEAFOOD,7/28/15,28.688,1,1,5
8434,BREAD/BAKERY,7/29/15,419.542,1,1,73
8435,EGGS,7/29/15,162,1,1,28
8436,FROZEN FOODS,7/29/15,120.404,1,1,26
8437,GROCERY I,7/29/15,2397,1,1,564
8438,GROCERY II,7/29/15,15,1,1,4
8439,MEATS,7/29/15,299.103,1,1,44
8440,POULTRY,7/29/15,354.013,1,1,33
8441,PRODUCE,7/29/15,3866.691,1,1,194
8442,SEAFOOD,7/29/15,30.173,1,1,6
8443,BREAD/BAKERY,7/30/15,346.275,1,1,66
8444,EGGS,7/30/15,109,1,1,26
8445,FROZEN FOODS,7/30/15,86,1,1,21
8446,GROCERY I,7/30/15,1983,1,1,542
8447,GROCERY II,7/30/15,25,1,1,6
8448,MEATS,7/30/15,313.376,1,1,36
8449,POULTRY,7/30/15,260.464,1,1,30
8450,PRODUCE,7/30/15,2389.388,1,1,186
8451,SEAFOOD,7/30/15,26.104,1,1,5
8452,BREAD/BAKERY,7/31/15,485.172,1,1,71
8453,EGGS,7/31/15,180,1,1,29
8454,FROZEN FOODS,7/31/15,143.293,1,1,23
8455,GROCERY I,7/31/15,2432,1,1,560
8456,GROCERY II,7/31/15,28,1,1,4
8457,MEATS,7/31/15,875.832,1,1,49
8458,POULTRY,7/31/15,440.689,1,1,30
8459,PRODUCE,7/31/15,2339.986,1,1,186
8460,SEAFOOD,7/31/15,45.349,1,1,6
8461,BREAD/BAKERY,8/1/15,465.172,1,1,71
8462,EGGS,8/1/15,170,1,1,28
8463,FROZEN FOODS,8/1/15,134.724,1,1,25
8464,GROCERY I,8/1/15,2339,1,1,549
8465,GROCERY II,8/1/15,29,1,1,5
8466,MEATS,8/1/15,281.546,1,1,43
8467,POULTRY,8/1/15,293.351,1,1,29
8468,PRODUCE,8/1/15,2454.789,1,1,190
8469,SEAFOOD,8/1/15,29.329,1,1,5
8470,BREAD/BAKERY,8/2/15,147.758,1,1,47
8471,EGGS,8/2/15,78,1,1,21
8472,FROZEN FOODS,8/2/15,114,1,1,23
8473,GROCERY I,8/2/15,942,1,1,355
8474,GROCERY II,8/2/15,5,1,1,2
8475,MEATS,8/2/15,95.818,1,1,35
8476,POULTRY,8/2/15,134.396,1,1,29
8477,PRODUCE,8/2/15,1127.951,1,1,178
8478,SEAFOOD,8/2/15,25.703001,1,1,6
8479,BREAD/BAKERY,8/3/15,478.011,1,1,65
8480,EGGS,8/3/15,172,1,1,27
8481,FROZEN FOODS,8/3/15,116.485,1,1,28
8482,GROCERY I,8/3/15,2667,1,1,577
8483,GROCERY II,8/3/15,28,1,1,6
8484,MEATS,8/3/15,342.223,1,1,37
8485,POULTRY,8/3/15,347.232,1,1,32
8486,PRODUCE,8/3/15,2505.196,1,1,189
8487,SEAFOOD,8/3/15,21.87,1,1,6
8488,BREAD/BAKERY,8/4/15,392.815,1,1,62
8489,EGGS,8/4/15,135,1,1,24
8490,FROZEN FOODS,8/4/15,138,1,1,27
8491,GROCERY I,8/4/15,3100,1,1,570
8492,GROCERY II,8/4/15,26,1,1,4
8493,MEATS,8/4/15,329.813,1,1,42
8494,POULTRY,8/4/15,314.711,1,1,31
8495,PRODUCE,8/4/15,2153.907,1,1,188
8496,SEAFOOD,8/4/15,27.075,1,1,5
8497,BREAD/BAKERY,8/5/15,453.114,1,1,66
8498,EGGS,8/5/15,176,1,1,29
8499,FROZEN FOODS,8/5/15,141.171,1,1,25
8500,GROCERY I,8/5/15,2876,1,1,555
8501,GROCERY II,8/5/15,30,1,1,4
8502,MEATS,8/5/15,391.63998,1,1,48
8503,POULTRY,8/5/15,386.646,1,1,32
8504,PRODUCE,8/5/15,3920.69,1,1,197
8505,SEAFOOD,8/5/15,12.09,1,1,4
8506,BREAD/BAKERY,8/6/15,408.042,1,1,66
8507,EGGS,8/6/15,115,1,1,27
8508,FROZEN FOODS,8/6/15,85,1,1,22
8509,GROCERY I,8/6/15,2219,1,1,539
8510,GROCERY II,8/6/15,29,1,1,5
8511,MEATS,8/6/15,256.747,1,1,41
8512,POULTRY,8/6/15,320.88098,1,1,31
8513,PRODUCE,8/6/15,2275.885,1,1,183
8514,SEAFOOD,8/6/15,17.348,1,1,5
8515,BREAD/BAKERY,8/7/15,489.216,1,1,72
8516,EGGS,8/7/15,142,1,1,27
8517,FROZEN FOODS,8/7/15,135.323,1,1,28
8518,GROCERY I,8/7/15,2325,1,1,541
8519,GROCERY II,8/7/15,11,1,1,5
8520,MEATS,8/7/15,804.787,1,1,49
8521,POULTRY,8/7/15,528.559,1,1,32
8522,PRODUCE,8/7/15,2291.863,1,1,190
8523,SEAFOOD,8/7/15,43.343002,1,1,5
8524,BREAD/BAKERY,8/8/15,277.085,1,1,57
8525,EGGS,8/8/15,125,1,1,26
8526,FROZEN FOODS,8/8/15,101,1,1,24
8527,GROCERY I,8/8/15,1651,1,1,494
8528,GROCERY II,8/8/15,17,1,1,5
8529,MEATS,8/8/15,250.04599,1,1,36
8530,POULTRY,8/8/15,249.242,1,1,29
8531,PRODUCE,8/8/15,1862.12,1,1,184
8532,SEAFOOD,8/8/15,10.196,1,1,3
8533,BREAD/BAKERY,8/9/15,102.938,1,1,38
8534,EGGS,8/9/15,65,1,1,18
8535,FROZEN FOODS,8/9/15,28,1,1,17
8536,GROCERY I,8/9/15,615,1,1,289
8537,GROCERY II,8/9/15,1,1,1,1
8538,MEATS,8/9/15,149.608,1,1,31
8539,POULTRY,8/9/15,102.869,1,1,26
8540,PRODUCE,8/9/15,974.039,1,1,155
8541,SEAFOOD,8/9/15,10.7890005,1,1,4
8542,BREAD/BAKERY,8/10/15,117.579,1,1,36
8543,EGGS,8/10/15,57,1,1,19
8544,FROZEN FOODS,8/10/15,33,1,1,12
8545,GROCERY I,8/10/15,659,1,1,312
8546,GROCERY II,8/10/15,12,1,1,3
8547,MEATS,8/10/15,100.012,1,1,33
8548,POULTRY,8/10/15,82.362,1,1,24
8549,PRODUCE,8/10/15,881.511,1,1,154
8550,SEAFOOD,8/10/15,6.585,1,1,3
8551,BREAD/BAKERY,8/11/15,470.044,1,1,63
8552,EGGS,8/11/15,160,1,1,27
8553,FROZEN FOODS,8/11/15,114,1,1,24
8554,GROCERY I,8/11/15,2537,1,1,561
8555,GROCERY II,8/11/15,20,1,1,4
8556,MEATS,8/11/15,328.227,1,1,42
8557,POULTRY,8/11/15,301.247,1,1,30
8558,PRODUCE,8/11/15,2523.308,1,1,185
8559,SEAFOOD,8/11/15,16.935001,1,1,4
8560,BREAD/BAKERY,8/12/15,442.998,1,1,67
8561,EGGS,8/12/15,188,1,1,27
8562,FROZEN FOODS,8/12/15,113,1,1,26
8563,GROCERY I,8/12/15,2579,1,1,576
8564,GROCERY II,8/12/15,37,1,1,5
8565,MEATS,8/12/15,395.041,1,1,46
8566,POULTRY,8/12/15,398.42,1,1,31
8567,PRODUCE,8/12/15,3945.867,1,1,191
8568,SEAFOOD,8/12/15,26.803,1,1,6
8569,BREAD/BAKERY,8/13/15,444.573,1,1,71
8570,EGGS,8/13/15,105,1,1,21
8571,FROZEN FOODS,8/13/15,106,1,1,26
8572,GROCERY I,8/13/15,1875,1,1,505
8573,GROCERY II,8/13/15,26,1,1,4
8574,MEATS,8/13/15,270.32,1,1,40
8575,POULTRY,8/13/15,291.026,1,1,31
8576,PRODUCE,8/13/15,1945.493,1,1,183
8577,SEAFOOD,8/13/15,16.228,1,1,6
8578,BREAD/BAKERY,8/14/15,420.229,1,1,70
8579,EGGS,8/14/15,193,1,1,28
8580,FROZEN FOODS,8/14/15,142,1,1,26
8581,GROCERY I,8/14/15,3570,1,1,587
8582,GROCERY II,8/14/15,31,1,1,6
8583,MEATS,8/14/15,682.399,1,1,50
8584,POULTRY,8/14/15,504.423,1,1,30
8585,PRODUCE,8/14/15,2587.277,1,1,188
8586,SEAFOOD,8/14/15,26.961,1,1,6
8587,BREAD/BAKERY,8/15/15,448.641,1,1,63
8588,EGGS,8/15/15,200,1,1,28
8589,FROZEN FOODS,8/15/15,147,1,1,28
8590,GROCERY I,8/15/15,3090,1,1,559
8591,GROCERY II,8/15/15,55,1,1,7
8592,MEATS,8/15/15,320.15,1,1,44
8593,POULTRY,8/15/15,298.174,1,1,26
8594,PRODUCE,8/15/15,2617.209,1,1,188
8595,SEAFOOD,8/15/15,27.069,1,1,4
8596,BREAD/BAKERY,8/16/15,138.258,1,1,42
8597,EGGS,8/16/15,70,1,1,19
8598,FROZEN FOODS,8/16/15,40,1,1,18
8599,GROCERY I,8/16/15,907,1,1,361
8600,GROCERY II,8/16/15,10,1,1,4
8601,MEATS,8/16/15,79.917,1,1,31
8602,POULTRY,8/16/15,136.427,1,1,27
8603,PRODUCE,8/16/15,945.878,1,1,168
8604,SEAFOOD,8/16/15,8.562,1,1,4
8605,BREAD/BAKERY,8/17/15,408.357,1,1,62
8606,EGGS,8/17/15,171,1,1,24
8607,FROZEN FOODS,8/17/15,81.315,1,1,25
8608,GROCERY I,8/17/15,2375,1,1,549
8609,GROCERY II,8/17/15,14,1,1,4
8610,MEATS,8/17/15,315.951,1,1,37
8611,POULTRY,8/17/15,274.441,1,1,31
8612,PRODUCE,8/17/15,2405.072,1,1,180
8613,SEAFOOD,8/17/15,21.712,1,1,4
8614,BREAD/BAKERY,8/18/15,383.899,1,1,63
8615,EGGS,8/18/15,141,1,1,24
8616,FROZEN FOODS,8/18/15,98,1,1,21
8617,GROCERY I,8/18/15,2178,1,1,529
8618,GROCERY II,8/18/15,31,1,1,3
8619,MEATS,8/18/15,292.11,1,1,41
8620,POULTRY,8/18/15,274.36002,1,1,33
8621,PRODUCE,8/18/15,2254.344,1,1,190
8622,SEAFOOD,8/18/15,17.52,1,1,5
8623,BREAD/BAKERY,8/19/15,386.797,1,1,68
8624,EGGS,8/19/15,161,1,1,30
8625,FROZEN FOODS,8/19/15,129,1,1,28
8626,GROCERY I,8/19/15,2421,1,1,556
8627,GROCERY II,8/19/15,20,1,1,5
8628,MEATS,8/19/15,355.783,1,1,40
8629,POULTRY,8/19/15,424.91,1,1,31
8630,PRODUCE,8/19/15,3301.134,1,1,185
8631,SEAFOOD,8/19/15,22.4,1,1,6
8632,BREAD/BAKERY,8/20/15,385.905,1,1,62
8633,EGGS,8/20/15,116,1,1,26
8634,FROZEN FOODS,8/20/15,156,1,1,26
8635,GROCERY I,8/20/15,2171,1,1,539
8636,GROCERY II,8/20/15,56,1,1,6
8637,MEATS,8/20/15,367.425,1,1,39
8638,POULTRY,8/20/15,247.76,1,1,29
8639,PRODUCE,8/20/15,2018.444,1,1,184
8640,SEAFOOD,8/20/15,21.078,1,1,7
8641,BREAD/BAKERY,8/21/15,392.782,1,1,59
8642,EGGS,8/21/15,152,1,1,25
8643,FROZEN FOODS,8/21/15,162,1,1,25
8644,GROCERY I,8/21/15,2248,1,1,550
8645,GROCERY II,8/21/15,22,1,1,6
8646,MEATS,8/21/15,811.701,1,1,45
8647,POULTRY,8/21/15,414.563,1,1,31
8648,PRODUCE,8/21/15,2412.636,1,1,189
8649,SEAFOOD,8/21/15,36.811,1,1,6
8650,BREAD/BAKERY,8/22/15,355.692,1,1,64
8651,EGGS,8/22/15,180,1,1,28
8652,FROZEN FOODS,8/22/15,125.321,1,1,26
8653,GROCERY I,8/22/15,2251,1,1,561
8654,GROCERY II,8/22/15,22,1,1,5
8655,MEATS,8/22/15,320.322,1,1,41
8656,POULTRY,8/22/15,276.729,1,1,30
8657,PRODUCE,8/22/15,2347.014,1,1,185
8658,SEAFOOD,8/22/15,23.241001,1,1,5
8659,BREAD/BAKERY,8/23/15,118.67,1,1,42
8660,EGGS,8/23/15,57,1,1,19
8661,FROZEN FOODS,8/23/15,54,1,1,14
8662,GROCERY I,8/23/15,774,1,1,331
8663,GROCERY II,8/23/15,7,1,1,4
8664,MEATS,8/23/15,82.298004,1,1,27
8665,POULTRY,8/23/15,92.534004,1,1,24
8666,PRODUCE,8/23/15,1077.856,1,1,175
8667,SEAFOOD,8/23/15,11.391,1,1,4
8668,BREAD/BAKERY,8/24/15,435.185,1,1,62
8669,EGGS,8/24/15,166,1,1,26
8670,FROZEN FOODS,8/24/15,76,1,1,23
8671,GROCERY I,8/24/15,2244,1,1,550
8672,GROCERY II,8/24/15,27,1,1,5
8673,MEATS,8/24/15,305.141,1,1,40
8674,POULTRY,8/24/15,303.04102,1,1,30
8675,PRODUCE,8/24/15,2523.804,1,1,189
8676,SEAFOOD,8/24/15,17.471,1,1,5
8677,BREAD/BAKERY,8/25/15,413.28,1,1,65
8678,EGGS,8/25/15,147,1,1,25
8679,FROZEN FOODS,8/25/15,121,1,1,21
8680,GROCERY I,8/25/15,2233,1,1,559
8681,GROCERY II,8/25/15,17,1,1,5
8682,MEATS,8/25/15,265.671,1,1,40
8683,POULTRY,8/25/15,280.332,1,1,35
8684,PRODUCE,8/25/15,2205.666,1,1,186
8685,SEAFOOD,8/25/15,22.667,1,1,5
8686,BREAD/BAKERY,8/26/15,373.844,1,1,65
8687,EGGS,8/26/15,179,1,1,28
8688,FROZEN FOODS,8/26/15,133,1,1,25
8689,GROCERY I,8/26/15,2643,1,1,569
8690,GROCERY II,8/26/15,30,1,1,7
8691,MEATS,8/26/15,340.73502,1,1,40
8692,POULTRY,8/26/15,342.005,1,1,35
8693,PRODUCE,8/26/15,3625.175,1,1,192
8694,SEAFOOD,8/26/15,29.691,1,1,6
8695,BREAD/BAKERY,8/27/15,352.645,1,1,57
8696,EGGS,8/27/15,102,1,1,22
8697,FROZEN FOODS,8/27/15,137.794,1,1,27
8698,GROCERY I,8/27/15,2067,1,1,546
8699,GROCERY II,8/27/15,32,1,1,8
8700,MEATS,8/27/15,340.109,1,1,40
8701,POULTRY,8/27/15,240.865,1,1,32
8702,PRODUCE,8/27/15,2140.069,1,1,190
8703,SEAFOOD,8/27/15,16.561,1,1,4
8704,BREAD/BAKERY,8/28/15,382.619,1,1,70
8705,EGGS,8/28/15,146,1,1,23
8706,FROZEN FOODS,8/28/15,171,1,1,25
8707,GROCERY I,8/28/15,2313,1,1,549
8708,GROCERY II,8/28/15,28,1,1,7
8709,MEATS,8/28/15,528.667,1,1,46
8710,POULTRY,8/28/15,342.703,1,1,35
8711,PRODUCE,8/28/15,2401.029,1,1,190
8712,SEAFOOD,8/28/15,41.889,1,1,5
8713,BREAD/BAKERY,8/29/15,423.59,1,1,67
8714,EGGS,8/29/15,172,1,1,23
8715,FROZEN FOODS,8/29/15,187.702,1,1,26
